unicode,sample,keywords,k_keywords
\U0001F6B4 \U000200D \U0002642 \U000FE0F,🚴‍♂️,"bicycle , biking , cyclist , man","자전거, 사이클링, 사이클리스트, 남성"
\U0001F6B4 \U000200D \U0002640 \U000FE0F,🚴‍♀️,"bicycle , biking , cyclist , woman","자전거, 사이클링, 사이클리스트, 여성"
\U0001F6B5,🚵,"bicycle , bicyclist , bike , cyclist , mountain , person mountain biking","자전거, 자전거 타는 사람, 자전거, 사이클리스트, 산, 산악 자전거를 하는 사람"
\U0001F6B5 \U000200D \U0002642 \U000FE0F,🚵‍♂️,"bicycle , bike , cyclist , man , man mountain biking , mountain","자전거, 자전거, 사이클리스트, 남성, 산악 자전거 타는 남성, 산"
\U0001F6B5 \U000200D \U0002640 \U000FE0F,🚵‍♀️,"bicycle , bike , biking , cyclist , mountain , woman","자전거, 자전거, 사이클링, 사이클리스트, 산, 여성"
\U0001F938,🤸,"cartwheel , gymnastics , person cartwheeling","카트휠, 체조, 카트휠을 하는 사람"
\U0001F938 \U000200D \U0002642 \U000FE0F,🤸‍♂️,"cartwheel , gymnastics , man , man cartwheeling","카트휠, 체조, 남성, 카트휠을 하는 남성"
\U0001F938 \U000200D \U0002640 \U000FE0F,🤸‍♀️,"cartwheel , gymnastics , woman , woman cartwheeling","카트휠, 체조, 여성, 카트휠을 하는 여성"
\U0001F93C,🤼,"people wrestling , wrestle , wrestler","레슬링하는 사람들, 레슬링, 레슬러"
\U0001F93C \U000200D \U0002642 \U000FE0F,🤼‍♂️,"men , men wrestling , wrestle","남성들, 레슬링하는 남성들, 레슬링"
\U0001F93C \U000200D \U0002640 \U000FE0F,🤼‍♀️,"women , women wrestling , wrestle","여성들, 레슬링하는 여성들, 레슬링"
\U0001F93D,🤽,"person playing water polo , polo , water","수구를 하는 사람, 폴로, 물"
\U0001F93D \U000200D \U0002642 \U000FE0F,🤽‍♂️,"man , man playing water polo , water polo","남성, 수구를 하는 남성, 수구"
\U0001F93D \U000200D \U0002640 \U000FE0F,🤽‍♀️,"water polo , woman , woman playing water polo","수구, 여성, 수구를 하는 여성"
\U0001F93E,🤾,"ball , handball , person playing handball","공, 핸드볼, 핸드볼을 하는 사람"
\U0001F93E \U000200D \U0002642 \U000FE0F,🤾‍♂️,"handball , man , man playing handball","핸드볼, 남성, 남성이 핸드볼을 하는 사람"
\U0001F93E \U000200D \U0002640 \U000FE0F,🤾‍♀️,"handball , woman , woman playing handball","핸드볼, 여성, 여성이 핸드볼을 하는 사람"
\U0001F939,🤹,"balance , juggle , multitask , person juggling , skill","균형, 저글링, 다중 작업, 저글링하는 사람, 기술"
\U0001F939 \U000200D \U0002642 \U000FE0F,🤹‍♂️,"juggling , man , multitask","저글링, 남성, 다중 작업"
\U0001F939 \U000200D \U0002640 \U000FE0F,🤹‍♀️,"juggling , multitask , woman","저글링, 다중 작업, 여성"
\U0001F9D8,🧘,"meditation , person in lotus position , yoga , serenity","명상, 로터스 자세를 취한 사람, 요가, 평온"
\U0001F9D8 \U000200D \U0002642 \U000FE0F,🧘‍♂️,"man in lotus position , meditation , yoga","남성, 로터스 자세를 취한 사람, 명상, 요가"
\U0001F9D8 \U000200D \U0002640 \U000FE0F,🧘‍♀️,"meditation , woman in lotus position , yoga","명상, 여성이 로터스 자세를 취한 사람, 요가"
\U0001F6C0,🛀,"bath , bathtub , person taking bath","목욕, 욕조, 목욕하는 사람"
\U0001F6CC,🛌,"good night , hotel , person in bed , sleep","굿나잇, 호텔, 침대에 누운 사람, 수면"
\U0001F9D1 \U000200D \U0001F91D \U000200D \U0001F9D1,🧑‍🤝‍🧑,"couple , hand , hold , holding hands , people holding hands , person","커플, 손, 손을 잡고 있는, 손을 잡는 커플, 손을 잡고 있는 사람들, 사람"
\U0001F46D,👭,"couple , hand , holding hands , women , women holding hands","커플, 손, 손을 잡는, 여성, 손을 잡고 있는 여성들"
\U0001F46B,👫,"couple , hand , hold , holding hands , man , woman , woman and man holding hands","커플, 손, 손을 잡고 있는, 남성, 여성, 남성과 여성이 손을 잡고 있는"
\U0001F46C,👬,"couple , Gemini , holding hands , man , men , men holding hands , twins , zodiac","커플, 쌍둥이자리, 손을 잡는, 남성, 남성들, 손을 잡고 있는 남성들, 쌍둥이자리"
\U0001F48F,💏,"couple , kiss","커플, 키스"
\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F48B \U000200D \U0001F468,👩‍❤️‍💋‍👨,"couple , kiss , man , woman","커플, 키스, 남성, 여성"
\U0001F468 \U000200D \U0002764 \U000FE0F \U000200D \U0001F48B \U000200D \U0001F468,👨‍❤️‍💋‍👨,"couple , kiss , man","커플, 키스, 남성"
\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F48B \U000200D \U0001F469,👩‍❤️‍💋‍👩,"couple , kiss , woman","커플, 키스, 여성"
\U0001F491,💑,"couple , couple with heart , love","커플, 하트와 함께하는 커플, 사랑"
\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F468,👩‍❤️‍👨,"couple , couple with heart , love , man , woman","커플, 하트와 함께하는 커플, 사랑, 남성, 여성"
\U0001F468 \U000200D \U0002764 \U000FE0F \U000200D \U0001F468,👨‍❤️‍👨,"couple , couple with heart , love , man","커플, 하트와 함께하는 커플, 사랑, 남성"
\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F469,👩‍❤️‍👩,"couple , couple with heart , love , woman","커플, 하트와 함께하는 커플, 사랑, 여성"
\U0001F46A,👪,family,가족
\U0001F468 \U000200D \U0001F469 \U000200D \U0001F466,👨‍👩‍👦,"boy , family , man , woman","소년, 가족, 남성, 여성"
\U0001F468 \U000200D \U0001F469 \U000200D \U0001F467,👨‍👩‍👧,"family , girl , man , woman","가족, 소녀, 남성, 여성"
\U0001F468 \U000200D \U0001F469 \U000200D \U0001F467 \U000200D \U0001F466,👨‍👩‍👧‍👦,"boy , family , girl , man , woman","소년, 가족, 소녀, 남성, 여성"
\U0001F468 \U000200D \U0001F469 \U000200D \U0001F466 \U000200D \U0001F466,👨‍👩‍👦‍👦,"boy , family , man , woman","소년, 가족, 남성, 여성"
\U0001F468 \U000200D \U0001F469 \U000200D \U0001F467 \U000200D \U0001F467,👨‍👩‍👧‍👧,"family , girl , man , woman","가족, 소녀, 남성, 여성"
\U0001F468 \U000200D \U0001F468 \U000200D \U0001F466,👨‍👨‍👦,"boy , family , man","소년, 가족, 남성"
\U0001F468 \U000200D \U0001F468 \U000200D \U0001F467,👨‍👨‍👧,"family , girl , man","가족, 소녀, 남성"
\U0001F468 \U000200D \U0001F468 \U000200D \U0001F467 \U000200D \U0001F466,👨‍👨‍👧‍👦,"boy , family , girl , man","소년, 가족, 소녀, 남성"
\U0001F468 \U000200D \U0001F468 \U000200D \U0001F466 \U000200D \U0001F466,👨‍👨‍👦‍👦,"boy , family , man","소년, 가족, 남성"
\U0001F468 \U000200D \U0001F468 \U000200D \U0001F467 \U000200D \U0001F467,👨‍👨‍👧‍👧,"family , girl , man","가족, 소녀, 남성"
\U0001F469 \U000200D \U0001F469 \U000200D \U0001F466,👩‍👩‍👦,"boy , family , woman","소년, 가족, 여성"
\U0001F469 \U000200D \U0001F469 \U000200D \U0001F467,👩‍👩‍👧,"family , girl , woman","가족, 소녀, 여성"
\U0001F469 \U000200D \U0001F469 \U000200D \U0001F467 \U000200D \U0001F466,👩‍👩‍👧‍👦,"boy , family , girl , woman","소년, 가족, 소녀, 여성"
\U0001F469 \U000200D \U0001F469 \U000200D \U0001F466 \U000200D \U0001F466,👩‍👩‍👦‍👦,"boy , family , woman","소년, 가족, 여성"
\U0001F469 \U000200D \U0001F469 \U000200D \U0001F467 \U000200D \U0001F467,👩‍👩‍👧‍👧,"family , girl , woman","가족, 소녀, 여성"
\U0001F468 \U000200D \U0001F466,👨‍👦,"boy , family , man","소년, 가족, 남성"
\U0001F468 \U000200D \U0001F466 \U000200D \U0001F466,👨‍👦‍👦,"boy , family , man","소년, 가족, 남성"
\U0001F468 \U000200D \U0001F467,👨‍👧,"family , girl , man","가족, 소녀, 남성"
\U0001F468 \U000200D \U0001F467 \U000200D \U0001F466,👨‍👧‍👦,"boy , family , girl , man","소년, 가족, 소녀, 남성"
\U0001F468 \U000200D \U0001F467 \U000200D \U0001F467,👨‍👧‍👧,"family , girl , man","가족, 소녀, 남성"
\U0001F469 \U000200D \U0001F466,👩‍👦,"boy , family , woman","소년, 가족, 여성"
\U0001F469 \U000200D \U0001F466 \U000200D \U0001F466,👩‍👦‍👦,"boy , family , woman","소년, 가족, 여성"
\U0001F469 \U000200D \U0001F467,👩‍👧,"family , girl , woman","가족, 소녀, 여성"
\U0001F469 \U000200D \U0001F467 \U000200D \U0001F466,👩‍👧‍👦,"boy , family , girl , woman","소년, 가족, 소녀, 여성"
\U0001F469 \U000200D \U0001F467 \U000200D \U0001F467,👩‍👧‍👧,"family , girl , woman","가족, 소녀, 여성"
\U0001F5E3,🗣,"face , head , silhouette , speak , speaking","얼굴, 머리, 실루엣, 말하다, 말하는"
\U0001F464,👤,"bust , bust in silhouette , silhouette","흉상, 실루엣의 흉상, 실루엣"
\U0001F465,👥,"bust , busts in silhouette , silhouette","흉상, 실루엣들의 흉상, 실루엣"
\U0001FAC2,🫂,"goodbye , hello , hug , people hugging , thanks","잘가, 안녕하세요, 포옹, 포옹하는 사람들, 감사"
\U0001F463,👣,"clothing , footprint , footprints , print","의류, 발자국, 발자국, 인쇄"
\U0001F9B0,🦰,"ginger , red hair , redhead","진저, 빨간 머리, 빨간머리"
\U0001F9B1,🦱,"afro , curly , curly hair , ringlets","아프로, 곱슬머리, 곱슬머리, 곱슬머리"
\U0001F9B3,🦳,"gray , hair , old , white","회색, 머리, 노인, 흰색"
\U0001F9B2,🦲,"bald , chemotherapy , hairless , no hair , shaven","대머리, 화학요법, 머리가 없는, 대머리, 깎인"
\U0001F435,🐵,"face , monkey","얼굴, 원숭이"
\U0001F412,🐒,monkey,원숭이
\U0001F98D,🦍,gorilla,고릴라
\U0001F9A7,🦧,"ape , orangutan","영장류, 오랑우탄"
\U0001F436,🐶,"dog , face , pet","개, 얼굴, 애완동물"
\U0001F415,🐕,"dog , pet","개, 애완동물"
\U0001F9AE,🦮,"accessibility , blind , guide , guide dog","접근성, 시각 장애인, 안내, 안내견"
\U0001F415 \U000200D \U0001F9BA,🐕‍🦺,"accessibility , assistance , dog , service","접근성, 지원, 개, 서비스"
\U0001F429,🐩,"dog , poodle","개, 푸들"
\U0001F43A,🐺,"face , wolf","얼굴, 늑대"
\U0001F98A,🦊,"face , fox","얼굴, 여우"
\U0001F99D,🦝,"curious , raccoon , sly","호기심 많은, 너구리, 교활한"
\U0001F431,🐱,"cat , face , pet","고양이, 얼굴, 애완동물"
\U0001F408,🐈,"cat , pet","고양이, 애완동물"
\U0001F408 \U000200D \U0002B1B,🐈‍⬛,"black , cat , unlucky","검은색, 고양이"
\U0001F981,🦁,"face , Leo , lion , zodiac","얼굴, 사자자리, 사자, 동물자리"
\U0001F42F,🐯,"face , tiger","얼굴, 호랑이"
\U0001F405,🐅,tiger,호랑이
\U0001F406,🐆,leopard,표범
\U0001F434,🐴,"face , horse","얼굴, 말"
\U0001FACE,🫎,"animal , antlers , elk , mammal , moose","동물, 뿔, 엘크, 포유류, 무스"
\U0001FACF,🫏,"animal , ass , burro , donkey , mammal , mule , stubborn","동물, 당나귀, 당나귀, 나귀, 포유류, 노새, 고집"
\U0001F40E,🐎,"equestrian , horse , racehorse , racing","승마, 말, 경주마, 경마"
\U0001F984,🦄,"face , unicorn","얼굴, 유니콘"
\U0001F993,🦓,"stripe , zebra","줄무늬, 얼룩말"
\U0001F98C,🦌,deer,사슴
\U0001F9AC,🦬,"bison , buffalo , herd , wisent","바이슨, 버팔로, 무리, 비슨트"
\U0001F42E,🐮,"cow , face","소, 얼굴, 소고기, 한우, 스테이크"
\U0001F402,🐂,"bull , ox , Taurus , zodiac","황소, 황소, 황소자리, 동물자리"
\U0001F403,🐃,"buffalo , water","버팔로, 물"
\U0001F404,🐄,cow,"소, 소고기, 한우, 스테이크"
\U0001F437,🐷,"face , pig","얼굴, 돼지, 돼지고기, 삼겹살"
\U0001F416,🐖,"pig , sow","돼지, 암돼지, 돼지, 돼지고기, 삼겹살"
\U0001F417,🐗,"boar , pig","멧돼지, 돼지, 돼지, 돼지고기, 삼겹살"
\U0001F43D,🐽,"face , nose , pig","얼굴, 코, 돼지, 돼지, 돼지고기, 삼겹살"
\U0001F40F,🐏,"Aries , male , ram , sheep , zodiac","양자리, 수컷, 램, 양, 동물자리"
\U0001F411,🐑,"ewe , female , sheep","양, 암컷, 양"
\U0001F410,🐐,"Capricorn , goat , zodiac","염소자리, 염소, 동물자리"
\U0001F42A,🐪,"camel , dromedary , hump","낙타, 단봉낙타, 혹"
\U0001F42B,🐫,"bactrian , camel , hump , two-hump camel","양봉낙타, 이두봉낙타, 혹, 이두봉낙타"
\U0001F999,🦙,"alpaca , guanaco , llama , vicuña , wool","알파카, 구아나코, 라마, 비쿠냐, 양모"
\U0001F992,🦒,"giraffe , spots","기린, 얼룩"
\U0001F418,🐘,elephant,코끼리
\U0001F9A3,🦣,"extinction , large , mammoth , tusk , woolly","멸종, 거대, 고대, 엄니, 털"
\U0001F98F,🦏,rhinoceros,코뿔소
\U0001F99B,🦛,"hippo , hippopotamus",하마
\U0001F42D,🐭,"face , mouse","얼굴, 쥐"
\U0001F401,🐁,mouse,쥐
\U0001F400,🐀,rat,쥐
\U0001F439,🐹,"face , hamster , pet","얼굴, 햄스터, 애완동물"
\U0001F430,🐰,"bunny , face , pet , rabbit","토끼, 얼굴, 애완동물"
\U0001F407,🐇,"bunny , pet , rabbit","토끼, 애완동물"
\U0001F43F,🐿,"chipmunk , squirrel","칩먼크, 다람쥐"
\U0001F9AB,🦫,"beaver , dam","비버, 댐"
\U0001F994,🦔,"hedgehog , spiny","고슴도치, 가시"
\U0001F987,🦇,"bat , vampire","박쥐, 뱀파이어"
\U0001F43B,🐻,"bear , face","곰, 얼굴"
\U0001F43B \U000200D \U0002744 \U000FE0F,🐻‍❄️,"arctic , bear , polar bear , white","북극, 곰, 북극곰, 흰색"
\U0001F428,🐨,"face , koala , marsupial","얼굴, 코알라, 유대류"
\U0001F43C,🐼,"face , panda","얼굴, 팬더"
\U0001F9A5,🦥,"lazy , sloth , slow","게으른, 나무늘보, 느림보"
\U0001F9A6,🦦,"fishing , otter , playful","낚시, 수달, 장난기"
\U0001F9A8,🦨,"skunk , stink","스컹크, 악취"
\U0001F998,🦘,"Australia , joey , jump , kangaroo , marsupial","호주, 쥐새끼, 점프, 캥거루, 유대류"
\U0001F9A1,🦡,"badger , honey badger , pester","오소리, 멧단미, 괴롭히다"
\U0001F43E,🐾,"feet , paw , paw prints , print","발, 발바닥, 발자국, 발자국, 인쇄"
\U0001F983,🦃,"bird , turkey","새, 칠면조, 닭고기"
\U0001F414,🐔,"bird , chicken","새, 닭, 닭고기"
\U0001F413,🐓,"bird , rooster","새, 수탉, 닭고기"
\U0001F423,🐣,"baby , bird , chick , hatching","새끼, 새, 병아리, 부화"
\U0001F424,🐤,"baby , bird , chick","새끼, 새, 병아리"
\U0001F425,🐥,"baby , bird , chick , front-facing baby chick","새끼, 새, 병아리, 정면을 보는 병아리"
\U0001F426,🐦,bird,새
\U0001F427,🐧,"bird , penguin","새, 펭귄"
\U0001F54A,🕊,"bird , dove , fly , peace","새, 비둘기, 날다, 평화"
\U0001F985,🦅,"bird , eagle","새, 독수리"
\U0001F986,🦆,"bird , duck","새, 오리"
\U0001F9A2,🦢,"bird , cygnet , swan , ugly duckling","새, 백조, 버들오리"
\U0001F989,🦉,"bird , owl , wise","새, 부엉이, 지혜로운"
\U0001F9A4,🦤,"dodo , extinction , large , Mauritius","도도새, 멸종, 큰, 모리셔스"
\U0001FAB6,🪶,"bird , feather , flight , light , plumage","새, 깃털, 비행, 빛, 깃털"
\U0001F9A9,🦩,"flamboyant , flamingo , tropical","화려한, 플라밍고, 열대"
\U0001F99A,🦚,"bird , ostentatious , peacock , peahen , proud","새, 호언장담하는, 공작새, 암컷"
\U0001F99C,🦜,"bird , parrot , pirate , talk","새, 앵무새, 해적, 말하기"
\U0001FABD,🪽,"angelic , aviation , bird , flying , mythology , wing","천사의, 비행, 새, 비행, 신화, 날개"
\U0001F426 \U000200D \U0002B1B,🐦‍⬛,"bird , black , crow , raven , rook","새, 검은, 까마귀, 오리빵이"
\U0001FABF,🪿,"bird , fowl , goose , honk , silly","새, 가금, 거위, 소리, 바보"
\U0001F438,🐸,"face , frog","얼굴, 개구리"
\U0001F40A,🐊,crocodile,악어
\U0001F422,🐢,"terrapin , tortoise , turtle","테라핀, 거북이"
\U0001F98E,🦎,"lizard , reptile","도마뱀, 파충류"
\U0001F40D,🐍,"bearer , Ophiuchus , serpent , snake , zodiac","용을 가진 사람, 뱀파이어, 뱀, 뱀, 동물자리"
\U0001F432,🐲,"dragon , face , fairy tale","드래곤, 얼굴, 동화"
\U0001F409,🐉,"dragon , fairy tale","드래곤, 동화"
\U0001F995,🦕,"brachiosaurus , brontosaurus , diplodocus , sauropod","브라키오사우루스, 브론토사우루스, 디플로도쿠스, 공룡"
\U0001F996,🦖,"T-Rex , Tyrannosaurus Rex","티렉스, 티라노사우루스 렉스"
\U0001F433,🐳,"face , spouting , whale","얼굴, 물을 뿜는, 고래"
\U0001F40B,🐋,whale,고래
\U0001F42C,🐬,"dolphin , flipper","돌고래, 플리퍼"
\U0001F9AD,🦭,"sea lion , seal","갈래, 플리퍼"
\U0001F41F,🐟,"fish , Pisces , zodiac","물고기, 물고기자리, 동물자리"
\U0001F420,🐠,"fish , tropical","물고기, 열대어"
\U0001F421,🐡,"blowfish , fish","볼벤구이, 물고기"
\U0001F988,🦈,"fish , shark","물고기, 상어"
\U0001F419,🐙,octopus,문어
\U0001F41A,🐚,"shell , spiral","조개, 나선"
\U0001FAB8,🪸,"coral , ocean , reef","산호, 바다, 산호초"
\U0001FABC,🪼,"burn , invertebrate , jelly , jellyfish , marine , ouch , stinger","불, 무척추동물, 해파리, 해양, 아야, 쐐기"
\U0001F40C,🐌,snail,달팽이
\U0001F98B,🦋,"butterfly , insect , pretty","나비, 곤충, 아름다운"
\U0001F41B,🐛,"bug , insect","벌레, 곤충"
\U0001F41C,🐜,"ant , insect","개미, 곤충"
\U0001F41D,🐝,"bee , honeybee , insect","벌, 꿀벌, 곤충"
\U0001FAB2,🪲,"beetle , bug , insect","딱정벌레, 벌레, 곤충"
\U0001F41E,🐞,"beetle , insect , lady beetle , ladybird , ladybug","벌레, 곤충, 무당벌레, 무당벌레, 무당벌레"
\U0001F997,🦗,"cricket , grasshopper , Orthoptera","귀뚜라미, 메뚜기, 버틀류"
\U0001FAB3,🪳,"cockroach , insect , pest , roach","바퀴벌레, 곤충, 해충, 바퀴벌레"
\U0001F577,🕷,"insect , spider","곤충, 거미"
\U0001F578,🕸,"spider , web","거미, 거미줄"
\U0001F982,🦂,"scorpio , Scorpio , scorpion , zodiac","전갈, 전갈자리, 전갈, 동물자리"
\U0001F99F,🦟,"disease , fever , malaria , mosquito , pest , virus","질병, 열병, 말라리아, 모기, 해충, 바이러스"
\U0001FAB0,🪰,"disease , fly , maggot , pest , rotting","질병, 파리, 구더기, 해충, 썩음"
\U0001FAB1,🪱,"annelid , earthworm , parasite , worm","선충, 지렁이, 기생충, 벌레"
\U0001F9A0,🦠,"amoeba , bacteria , microbe , virus","아메바, 박테리아, 미생물, 바이러스"
\U0001F490,💐,"bouquet , flower","꽃다발, 꽃"
\U0001F338,🌸,"blossom , cherry , flower","꽃, 개화, 벚꽃, 동백꽃, 매화"
\U0001F4AE,💮,"flower , white flower","꽃, 하얀 꽃, 국화, 목련"
\U0001FAB7,🪷,"Buddhism , flower , Hinduism , India , lotus , purity , Vietnam","불교, 꽃, 힌두교, 인도, 연꽃, 순수, 베트남, 목련"
\U0001F3F5,🏵,"plant , rosette","식물, 로제트"
\U0001F339,🌹,"flower , rose","꽃, 장미"
\U0001F940,🥀,"flower , wilted","꽃, 시들은"
\U0001F33A,🌺,"flower , hibiscus","꽃, 히비스커스, 매화"
\U0001F33B,🌻,"flower , sun , sunflower","꽃, 태양, 해바라기, 목련, 민들레"
\U0001F33C,🌼,"blossom , flower","꽃, 개화, 귤꽃, 목련, 민들레"
\U0001F337,🌷,"flower , tulip","꽃, 튤립"
\U0001FABB,🪻,"bluebonnet , flower , hyacinth , lavender , lupine , snapdragon","푸른별꽃, 꽃, 히아신스, 라벤더, 애기공주, 반다플라워"
\U0001F331,🌱,"seedling , young","묘목, 젊은"
\U0001FAB4,🪴,"boring , grow , house , nurturing , plant , potted plant , useless","지루함, 자라, 집, 양육, 식물, 화분, 쓸모없는"
\U0001F332,🌲,"evergreen tree , tree","상록수, 나무, 자작나무, 노간주나무, 헛개나무"
\U0001F333,🌳,"deciduous , shedding , tree","낙엽, 떨어지는, 나무, 자작나무, 노간주나무, 헛개나무"
\U0001F334,🌴,"palm , tree","야자수, 나무"
\U0001F335,🌵,"cactus , plant","선인장, 식물"
\U0001F33E,🌾,"ear , grain , rice , sheaf of rice","이삭, 곡물, 쌀, 벼 한 단, 보리, 찹쌀, 밀, 레몬그라스, 잡곡"
\U0001F33F,🌿,"herb , leaf","허브, 잎, 로즈마리, 바질, 쑥, 민트, 레몬그라스"
\U0002618,☘,"plant , shamrock","식물, 세잎클로버, 로즈마리, 허브, 바질, 쑥, 민트, 레몬그라스"
\U0001F340,🍀,"4 , clover , four , four-leaf clover , leaf","클로버, 네, 네잎 클로버, 잎, 로즈마리, 허브, 바질, 쑥, 민트, 레몬그라스"
\U0001F341,🍁,"falling , leaf , maple","떨어지는, 잎, 단풍"
\U0001F342,🍂,"fallen leaf , falling , leaf","떨어진 잎, 떨어지는, 잎, 로즈마리, 허브, 바질, 쑥, 민트, 레몬그라스"
\U0001F343,🍃,"blow , flutter , leaf , leaf fluttering in wind , wind","날리다, 펄럭이다, 잎, 바람에 펄럭이는 잎, 바람, 허브, 바질, 쑥, 민트, 레몬그라스"
\U0001FAB9,🪹,"empty nest , nesting","빈 둥지, 보금자리"
\U0001FABA,🪺,"nest with eggs , nesting","알이 있는 둥지, 보금자리"
\U0001F344,🍄,"mushroom , toadstool","버섯, 독버섯, 송이버섯"
\U0001F347,🍇,"fruit , grape , grapes","과일, 포도, 청포도, 샤인머스캣, 캠벨얼리, 켐벨포도, 머스캣베일리에이, 머루포도, 샤르도네, 세미용, 실바너, 카베르네소비뇽"
\U0001F348,🍈,"fruit , melon","과일, 멜론, 수박, 메론"
\U0001F349,🍉,"fruit , watermelon","과일, 수박"
\U0001F34A,🍊,"fruit , orange , tangerine","과일, 오렌지, 귤, 유자, 감귤, 한라봉, 감, 홍시, 자두, 레드자몽"
\U0001F34B,🍋,"citrus , fruit , lemon","감귤류, 과일, 레몬, 유자, 레이지라임"
\U0001F34C,🍌,"banana , fruit","바나나, 과일"
\U0001F34D,🍍,"fruit , pineapple","과일, 파인애플"
\U0001F96D,🥭,"fruit , mango , tropical","과일, 망고, 열대과일, 레이지라임"
\U0001F34E,🍎,"apple , fruit , red","사과, 과일, 빨간색, 석류, 자두, 레드자몽"
\U0001F34F,🍏,"apple , fruit , green","사과, 과일, 초록색"
\U0001F350,🍐,"fruit , pear","과일, 배, 돌배"
\U0001F351,🍑,"fruit , peach","과일, 복숭아"
\U0001F352,🍒,"berries , cherries , cherry , fruit , red","열매, 체리, 체리, 과일, 빨간색, 라즈베리, 오디, 매실, 복분자, 아로니아"
\U0001F353,🍓,"berry , fruit , strawberry","열매, 딸기, 과일"
\U0001FAD0,🫐,"berry , bilberry , blue , blueberries , blueberry","열매, 블루베리, 파란색, 블루베리, 무화과, 오디, 매실, 복분자, 아로니아"
\U0001F95D,🥝,"food , fruit , kiwi","음식, 과일, 키위, 무화과, 참다래, 그린키위, 골드키위"
\U0001F345,🍅,"fruit , tomato , vegetable","과일, 토마토, 채소"
\U0001FAD2,🫒,"food , olive","음식, 올리브"
\U0001F965,🥥,"coconut , palm , piña colada","코코넛, 야자, 피나 콜라다"
\U0001F951,🥑,"avocado , food , fruit","아보카도, 음식, 과일"
\U0001F346,🍆,"aubergine , eggplant , vegetable","가지, 에그플랜트, 채소"
\U0001F954,🥔,"food , potato , vegetable","음식, 감자, 채소"
\U0001F955,🥕,"carrot , food , vegetable","당근, 음식, 채소"
\U0001F33D,🌽,"corn , ear , ear of corn , maize , maze","옥수수, 옥수수 귀, 옥수수, 수염, 미로"
\U0001F336,🌶,"hot , pepper","매운 고추, 떡볶이, 매콤한"
\U0001FAD1,🫑,"bell pepper , capsicum , pepper , vegetable","벨 페퍼, 캡사이신, 피망, 채소"
\U0001F952,🥒,"cucumber , food , pickle , vegetable","오이, 음식, 피클, 채소"
\U0001F96C,🥬,"bok choy , cabbage , kale , leafy green , lettuce","박 채, 양배추, 케일, 잎채소, 상추, 모싯잎"
\U0001F966,🥦,"broccoli , wild cabbage","브로콜리, 야채"
\U0001F9C4,🧄,"flavoring , garlic","향신료, 마늘"
\U0001F9C5,🧅,"flavoring , onion","향신료, 양파"
\U0001F95C,🥜,"food , nut , peanut , peanuts , vegetable","음식, 견과류, 땅콩, 견과, 채소"
\U0001FAD8,🫘,"beans , food , kidney , legume","콩, 음식, 키드니, 콩, 콩, 채소"
\U0001F330,🌰,"chestnut , plant","밤, 식물"
\U0001FADA,🫚,"beer , ginger root , root , spice","맥주, 생강, 뿌리, 향신료, 감초, 둥글레, 시나몬, 인삼, 산초, 홍삼"
\U0001FADB,🫛,"beans , edamame , legume , pea , pod , vegetable","콩, 에다마메, 콩, 완두콩, 견과, 채소"
\U0001F35E,🍞,"bread , loaf","빵, 덩어리, 에피타이저, 디저트"
\U0001F950,🥐,"bread , breakfast , croissant , food , french , roll","빵, 아침식사, 크루아상, 음식, 프렌치, 롤, 에피타이저, 디저트"
\U0001F956,🥖,"baguette , bread , food , french","바게트, 빵, 음식, 프렌치, 에피타이저"
\U0001FAD3,🫓,"arepa , flatbread , lavash , naan , pita","아레파, 빵, 라바쉬, 난, 피타"
\U0001F968,🥨,"pretzel , twisted , convoluted","프레첼, 비틀어진, 뒤틀린, 에피타이저, 디저트"
\U0001F96F,🥯,"bagel , bakery , breakfast , schmear","베이글, 제과점, 아침식사, 크림치즈, 에피타이저, 디저트"
\U0001F95E,🥞,"breakfast , crêpe , food , hotcake , pancake , pancakes","아침식사, 크레페, 음식, 핫케이크, 팬케이크, 팬케익, 에피타이저, 디저트"
\U0001F9C7,🧇,"breakfast , indecisive , iron , waffle","아침식사, 우유, 고민, 아이언, 와플, 에피타이저, 디저트"
\U0001F9C0,🧀,"cheese , cheese wedge","치즈, 치즈 웨지"
\U0001F356,🍖,"bone , meat , meat on bone","뼈, 고기, 뼈에 있는 고기, 스테이크, 바비큐, 고기류, 육류"
\U0001F357,🍗,"bone , chicken , drumstick , leg , poultry","뼈, 닭, 드럼스틱, 다리, 가금류, 치킨"
\U0001F969,🥩,"chop , cut of meat , lambchop , porkchop , steak","썰매, 고기 부위, 양파, 돼지고기, 스테이크, 고기류, 육류, 육회"
\U0001F953,🥓,"bacon , breakfast , food , meat","베이컨, 아침식사, 음식, 고기, 간단한 안주"
\U0001F354,🍔,"burger , hamburger","버거, 햄버거"
\U0001F35F,🍟,"french , fries",프렌치 프라이
\U0001F355,🍕,"cheese , pizza , slice","치즈, 피자, 조각"
\U0001F32D,🌭,"frankfurter , hot dog , hotdog , sausage","프랑크푸르터, 핫도그, 소시지"
\U0001F96A,🥪,"bread , sandwich","빵, 샌드위치"
\U0001F32E,🌮,"mexican , taco","멕시칸, 타코"
